,date,year,month,open,high,low,close,volume,id
2729,2003-03-12,2003,3,7.08,506.5,7.03,7.11,7983760,2756
2728,2003-03-13,2003,3,7.24,506.5,7.08,7.36,12019302,2755
2727,2003-03-14,2003,3,7.34,506.5,7.32,7.39,5496836,2754
2726,2003-03-17,2003,3,7.46,506.5,7.36,7.5,14316406,2753
2725,2003-03-18,2003,3,7.5,506.5,7.41,7.5,8235678,2752
2724,2003-03-19,2003,3,7.54,506.5,7.4,7.48,5070850,2751
2723,2003-03-20,2003,3,7.46,506.5,7.3,7.46,5845826,2750
2722,2003-03-21,2003,3,7.54,506.5,7.41,7.5,10667128,2749
2721,2003-03-24,2003,3,7.34,506.5,7.18,7.18,5774746,2748
2720,2003-03-25,2003,3,7.2,506.5,7.18,7.28,5989288,2747
2719,2003-03-26,2003,3,7.28,506.5,7.15,7.2,6369500,2746
2718,2003-03-27,2003,3,7.16,506.5,7.16,7.24,4371394,2745
2717,2003-03-28,2003,3,7.2,506.5,7.18,7.28,5189590,2744
2716,2003-03-31,2003,3,7.18,506.5,7.02,7.07,9170748,2743
2715,2003-04-01,2003,4,7.1,506.5,7.04,7.08,5513410,2742
2714,2003-04-02,2003,4,7.2,506.5,7.13,7.3,6120430,2741
2713,2003-04-03,2003,4,7.28,506.5,7.18,7.23,5204168,2740
2712,2003-04-04,2003,4,7.26,506.5,7.2,7.2,5345852,2739
2711,2003-04-07,2003,4,7.41,506.5,7.2,7.24,7031704,2738
2710,2003-04-08,2003,4,7.26,506.5,7.18,7.22,4604908,2737
2709,2003-04-09,2003,4,7.26,506.5,7.07,7.1,5240760,2736
2708,2003-04-10,2003,4,7.1,506.5,7.1,7.18,3903242,2735
2707,2003-04-11,2003,4,7.02,506.5,6.46,6.6,49802918,2734
2706,2003-04-14,2003,4,6.86,506.5,6.75,6.79,18007852,2733
2705,2003-04-15,2003,4,6.8,506.5,6.65,6.7,10891046,2732
2704,2003-04-16,2003,4,6.5,506.5,6.46,6.62,36407120,2731
2703,2003-04-17,2003,4,6.6,506.5,6.36,6.56,22054598,2730
2702,2003-04-21,2003,4,6.56,506.5,6.49,6.57,5468436,2729
2701,2003-04-22,2003,4,6.6,506.5,6.54,6.76,10866458,2728
2700,2003-04-23,2003,4,6.76,506.5,6.68,6.79,7523876,2727
2699,2003-04-24,2003,4,6.76,506.5,6.5,6.72,11668422,2726
2698,2003-04-25,2003,4,6.73,506.5,6.62,6.68,7358636,2725
2697,2003-04-28,2003,4,6.74,506.5,6.72,6.93,22810140,2724
2696,2003-04-29,2003,4,6.99,506.5,6.79,7.03,16413464,2723
2695,2003-04-30,2003,4,6.96,506.5,6.92,7.11,16401190,2722
2694,2003-05-01,2003,5,7.12,506.5,7,7.18,12274810,2721
2693,2003-05-02,2003,5,7.23,506.5,7.17,7.22,11505504,2720
2692,2003-05-05,2003,5,7.38,506.5,7.38,8.04,55640704,2719
2691,2003-05-06,2003,5,8.06,506.5,8.05,8.75,54180344,2718
2690,2003-05-07,2003,5,8.66,506.5,8.56,8.82,37719002,2717
2689,2003-05-08,2003,5,8.86,506.5,8.65,9,24606688,2716
2688,2003-05-09,2003,5,9.16,506.5,8.94,9.15,21055420,2715
2687,2003-05-12,2003,5,9.08,506.5,9.06,9.28,15017926,2714
2686,2003-05-13,2003,5,9.22,506.5,8.98,9.34,16005100,2713
2685,2003-05-14,2003,5,9.42,506.5,9.22,9.28,12734712,2712
2684,2003-05-15,2003,5,9.3,506.5,9.24,9.36,10227856,2711
2683,2003-05-16,2003,5,9.32,506.5,9.14,9.4,12046734,2710
2682,2003-05-19,2003,5,9.28,506.5,9.03,9.05,15955482,2709
2681,2003-05-20,2003,5,9.05,506.5,8.8,8.9,14902348,2708
2680,2003-05-21,2003,5,8.9,506.5,8.84,8.92,10950238,2707
2679,2003-05-22,2003,5,8.94,506.5,8.87,9.12,6431118,2706
2678,2003-05-23,2003,5,9.09,506.5,8.98,9.16,7396754,2705
2677,2003-05-27,2003,5,8.98,506.5,8.96,9.44,10367924,2704
2676,2003-05-28,2003,5,9.25,506.5,9.08,9.12,8143796,2703
2675,2003-05-29,2003,5,9.14,506.5,8.95,9.05,11920974,2702
2674,2003-05-30,2003,5,9.06,506.5,8.76,8.98,13672802,2701
2673,2003-06-02,2003,6,9.08,506.5,8.64,8.72,14949712,2700
2672,2003-06-03,2003,6,8.72,506.5,8.51,8.66,12887876,2699
2671,2003-06-04,2003,6,8.65,506.5,8.57,8.8,9685942,2698
2670,2003-06-05,2003,6,8.72,506.5,8.66,8.82,7344814,2697
2669,2003-06-06,2003,6,8.87,506.5,8.57,8.58,8676406,2696
2668,2003-06-09,2003,6,8.47,506.5,8.32,8.4,9284138,2695
2667,2003-06-10,2003,6,8.44,506.5,8.38,8.59,6309722,2694
2666,2003-06-11,2003,6,8.58,506.5,8.41,8.72,8040250,2693
2665,2003-06-12,2003,6,8.76,506.5,8.72,8.88,9021514,2692
2664,2003-06-13,2003,6,8.88,506.5,8.56,8.71,6830388,2691
2663,2003-06-16,2003,6,8.8,506.5,8.72,9.14,8533140,2690
2,2003-06-17,2003,6,9.2,506.5,9,9.1,6121730,2689
2662,2003-06-18,2003,6,9.21,506.5,9.15,9.56,16249640,2688
2661,2003-06-19,2003,6,9.68,506.5,9.38,9.57,13647370,2687
2660,2003-06-20,2003,6,9.76,506.5,9.45,9.6,12840964,2686
2659,2003-06-23,2003,6,9.65,506.5,9.38,9.53,11037698,2685
2658,2003-06-24,2003,6,9.76,506.5,9.36,9.39,18415030,2684
2657,2003-06-25,2003,6,9.43,506.5,9.36,9.54,11796192,2683
2656,2003-06-26,2003,6,9.35,506.5,9.35,9.64,5703878,2682
2655,2003-06-27,2003,6,9.65,506.5,9.24,9.36,13064112,2681
2654,2003-06-30,2003,6,9.32,506.5,9.3,9.53,8425688,2680
2653,2003-07-01,2003,7,9.47,506.5,9.26,9.54,6465030,2679
2652,2003-07-02,2003,7,9.52,506.5,9.51,9.64,11745524,2678
2651,2003-07-03,2003,7,9.5,506.5,9.49,9.56,4920460,2677
2650,2003-07-07,2003,7,9.64,506.5,9.56,9.94,10369032,2676
2649,2003-07-08,2003,7,9.76,506.5,9.74,10.2,9170304,2675
2648,2003-07-09,2003,7,10.1,506.5,9.94,9.94,7639070,2674
2647,2003-07-10,2003,7,9.94,506.5,9.68,9.79,6121946,2673
2646,2003-07-11,2003,7,9.84,506.5,9.77,9.92,4893268,2672
2645,2003-07-14,2003,7,10.03,506.5,9.94,9.95,6728886,2671
2644,2003-07-15,2003,7,10.02,506.5,9.72,9.8,7388702,2670
2643,2003-07-16,2003,7,9.98,506.5,9.69,9.94,9065542,2669
2642,2003-07-17,2003,7,10.1,506.5,10.06,10.45,26859680,2668
2641,2003-07-18,2003,7,10.44,506.5,10.2,10.43,10672956,2667
2640,2003-07-21,2003,7,10.36,506.5,10.15,10.3,6616754,2666
2639,2003-07-22,2003,7,10.44,506.5,10.25,10.4,7086636,2665
2638,2003-07-23,2003,7,10.47,506.5,10.23,10.4,5108520,2664
2637,2003-07-24,2003,7,10.52,506.5,10.19,10.26,8187156,2663
2636,2003-07-25,2003,7,10.2,506.5,10.2,10.77,7742302,2662
2635,2003-07-28,2003,7,10.75,506.5,10.43,10.5,6084460,2661
2634,2003-07-29,2003,7,10.5,506.5,10.26,10.36,7046380,2660
2633,2003-07-30,2003,7,10.38,506.5,10.08,10.14,6199800,2659
2632,2003-07-31,2003,7,10.36,506.5,10.28,10.54,10768120,2658
2631,2003-08-01,2003,8,10.5,506.5,10.32,10.36,5382066,2657
2630,2003-08-04,2003,8,10.26,506.5,10.14,10.6,8218596,2656
2629,2003-08-05,2003,8,10.69,506.5,10.05,10.19,8908690,2655
2628,2003-08-06,2003,8,10.03,506.5,9.75,9.82,8766624,2654
2627,2003-08-07,2003,8,9.9,506.5,9.71,9.96,6248828,2653
2626,2003-08-08,2003,8,10.05,506.5,9.8,9.82,4923208,2652
2625,2003-08-11,2003,8,9.9,506.5,9.76,9.83,4901036,2651
2624,2003-08-12,2003,8,9.9,506.5,9.73,9.85,5872880,2650
2623,2003-08-13,2003,8,9.92,506.5,9.79,10.09,10146470,2649
2622,2003-08-14,2003,8,10.08,506.5,9.97,9.98,6892932,2648
2621,2003-08-15,2003,8,10.01,506.5,9.83,9.86,4495348,2647
2620,2003-08-18,2003,8,9.92,506.5,9.86,10.17,6913850,2646
2619,2003-08-19,2003,8,10.18,506.5,10,10.16,4776644,2645
2618,2003-08-20,2003,8,10.1,506.5,10.07,10.5,9761846,2644
2617,2003-08-21,2003,8,10.52,506.5,10.48,10.84,9157056,2643
2616,2003-08-22,2003,8,11,506.5,10.32,10.44,8938024,2642
2615,2003-08-25,2003,8,10.39,506.5,10.24,10.43,4926220,2641
2614,2003-08-26,2003,8,10.38,506.5,10.18,10.52,5891446,2640
2613,2003-08-27,2003,8,10.46,506.5,10.33,10.74,8060864,2639
2612,2003-08-28,2003,8,10.8,506.5,10.66,11.1,11422830,2638
2611,2003-08-29,2003,8,11.1,506.5,11.02,11.3,9470924,2637
2610,2003-09-02,2003,9,11.34,506.5,11.2,11.42,8714328,2636
2609,2003-09-03,2003,9,11.4,506.5,11.38,11.48,9604130,2635
2608,2003-09-04,2003,9,11.58,506.5,11.38,11.42,7428248,2634
2607,2003-09-05,2003,9,11.35,506.5,11.2,11.25,8577420,2633
2606,2003-09-08,2003,9,11.25,506.5,11.24,11.37,5974730,2632
2605,2003-09-09,2003,9,11.28,506.5,11.06,11.18,6441950,2631
2604,2003-09-10,2003,9,11.12,506.5,11.06,11.09,8031902,2630
2603,2003-09-11,2003,9,11.12,506.5,11.05,11.28,7640616,2629
2602,2003-09-12,2003,9,11.24,506.5,11.16,11.55,6428754,2628
2601,2003-09-15,2003,9,11.4,506.5,11.06,11.1,8101538,2627
2600,2003-09-16,2003,9,11.1,506.5,11.1,11.18,9620688,2626
2599,2003-09-17,2003,9,11.18,506.5,10.93,11.06,10335586,2625
2598,2003-09-18,2003,9,11.02,506.5,10.98,11.44,9032230,2624
2597,2003-09-19,2003,9,11.44,506.5,11.22,11.29,7366406,2623
2596,2003-09-22,2003,9,11.09,506.5,10.96,11.04,6422184,2622
2595,2003-09-23,2003,9,11.02,506.5,10.94,11.22,4758790,2621
2594,2003-09-24,2003,9,11.12,506.5,10.54,10.66,10763778,2620
2593,2003-09-25,2003,9,10.67,506.5,10.12,10.22,20518168,2619
2592,2003-09-26,2003,9,10.14,506.5,10.07,10.34,12380038,2618
2591,2003-09-29,2003,9,10.82,506.5,10.32,10.65,13060718,2617
2590,2003-09-30,2003,9,10.54,506.5,10.22,10.36,10202864,2616
2589,2003-10-01,2003,10,10.38,506.5,10.1,10.4,8497000,2615
2588,2003-10-02,2003,10,10.4,506.5,10.14,10.28,7355236,2614
2587,2003-10-03,2003,10,10.5,506.5,10.44,10.84,10701840,2613
2586,2003-10-06,2003,10,10.84,506.5,10.79,11.14,9583146,2612
2585,2003-10-07,2003,10,11.02,506.5,10.96,11.61,14935128,2611
2584,2003-10-08,2003,10,11.62,506.5,11.36,11.53,15309420,2610
2583,2003-10-09,2003,10,11.65,506.5,11.4,11.72,12419522,2609
2582,2003-10-10,2003,10,11.75,506.5,11.68,11.84,6244140,2608
2581,2003-10-13,2003,10,11.9,506.5,11.86,12.18,9995766,2607
2580,2003-10-14,2003,10,12.16,506.5,12.09,12.28,9836378,2606
2579,2003-10-15,2003,10,12.44,506.5,12.29,12.41,21907568,2605
2578,2003-10-16,2003,10,11.9,506.5,11.2,11.62,34889356,2604
2577,2003-10-17,2003,10,11.74,506.5,11.22,11.38,12939640,2603
2576,2003-10-20,2003,10,11.3,506.5,11.19,11.61,9972874,2602
2575,2003-10-21,2003,10,11.66,506.5,11.38,11.59,6302054,2601
2574,2003-10-22,2003,10,11.46,506.5,11.34,11.38,5776154,2600
2573,2003-10-23,2003,10,11.36,506.5,11.3,11.5,5919986,2599
2572,2003-10-24,2003,10,11.28,506.5,11.12,11.3,7852024,2598
2571,2003-10-27,2003,10,11.38,506.5,11.24,11.3,5786008,2597
2570,2003-10-28,2003,10,11.27,506.5,11.2,11.86,9020286,2596
2569,2003-10-29,2003,10,11.76,506.5,11.67,11.84,9538486,2595
2568,2003-10-30,2003,10,12,506.5,11.44,11.54,9324166,2594
2567,2003-10-31,2003,10,11.64,506.5,11.39,11.44,7795680,2593
2566,2003-11-03,2003,11,11.42,506.5,11.39,11.58,10815724,2592
2565,2003-11-04,2003,11,11.54,506.5,11.3,11.46,8901130,2591
2564,2003-11-05,2003,11,11.41,506.5,11.24,11.52,11538594,2590
2563,2003-11-06,2003,11,11.46,506.5,11.32,11.56,14186150,2589
2562,2003-11-07,2003,11,11.6,506.5,11.22,11.25,7511584,2588
2561,2003-11-10,2003,11,11.22,506.5,10.92,10.95,8366826,2587
2560,2003-11-11,2003,11,10.92,506.5,10.74,10.77,7681374,2586
2559,2003-11-12,2003,11,10.74,506.5,10.74,11.16,10761668,2585
2558,2003-11-13,2003,11,11.04,506.5,10.96,11.21,7611070,2584
2557,2003-11-14,2003,11,11.24,506.5,10.64,10.73,8470254,2583
2556,2003-11-17,2003,11,10.68,506.5,10.48,10.56,8184614,2582
2555,2003-11-18,2003,11,10.6,506.5,10.18,10.2,9584652,2581
2554,2003-11-19,2003,11,10.28,506.5,10.13,10.21,12308180,2580
2553,2003-11-20,2003,11,10.23,506.5,10.05,10.19,8557516,2579
2552,2003-11-21,2003,11,10.17,506.5,9.92,10.14,8666044,2578
2551,2003-11-24,2003,11,10.24,506.5,10.22,10.58,13636794,2577
2550,2003-11-25,2003,11,10.62,506.5,10.31,10.34,9695940,2576
2549,2003-11-26,2003,11,10.44,506.5,10.12,10.36,8754584,2575
2548,2003-11-28,2003,11,10.38,506.5,10.26,10.46,2717646,2574
2547,2003-12-01,2003,12,10.52,506.5,10.5,10.86,12913010,2573
2546,2003-12-02,2003,12,10.81,506.5,10.7,10.77,7883248,2572
2545,2003-12-03,2003,12,10.8,506.5,10.48,10.52,6863638,2571
2544,2003-12-04,2003,12,10.47,506.5,10.38,10.58,6354896,2570
2543,2003-12-05,2003,12,10.45,506.5,10.36,10.42,6649132,2569
2542,2003-12-08,2003,12,10.39,506.5,10.2,10.52,5294536,2568
2541,2003-12-09,2003,12,10.58,506.5,10.2,10.22,4826726,2567
2540,2003-12-10,2003,12,10.26,506.5,9.98,10.19,9693492,2566
2539,2003-12-11,2003,12,10.12,506.5,10.1,10.6,6553194,2565
2538,2003-12-12,2003,12,10.58,506.5,10.35,10.44,6895764,2564
2537,2003-12-15,2003,12,10.7,506.5,10.04,10.08,13893234,2563
2536,2003-12-16,2003,12,10.05,506.5,10,10.06,13355416,2562
2535,2003-12-17,2003,12,10,506.5,9.9,9.94,9794938,2561
2534,2003-12-18,2003,12,9.95,506.5,9.95,10.02,11821630,2560
2533,2003-12-19,2003,12,10.1,506.5,9.81,9.85,16201946,2559
2532,2003-12-22,2003,12,9.82,506.5,9.62,9.92,13469966,2558
2531,2003-12-23,2003,12,9.96,506.5,9.8,9.9,11018378,2557
2530,2003-12-24,2003,12,9.86,506.5,9.82,10.2,6338256,2556
2529,2003-12-26,2003,12,10.18,506.5,10.17,10.39,3703228,2555
2528,2003-12-29,2003,12,10.46,506.5,10.43,10.58,8337704,2554
2527,2003-12-30,2003,12,10.59,506.5,10.58,10.64,7316702,2553
2526,2003-12-31,2003,12,10.68,506.5,10.59,10.68,6230920,2552
2525,2004-01-02,2004,1,10.78,506.5,10.59,10.64,5166756,2551
2524,2004-01-05,2004,1,10.71,506.5,10.71,11.08,14120468,2550
2523,2004-01-06,2004,1,11.12,506.5,10.86,11.04,18202266,2549
2522,2004-01-07,2004,1,11.05,506.5,10.96,11.3,20962888,2548
2521,2004-01-08,2004,1,11.41,506.5,11.32,11.68,16440352,2547
2520,2004-01-09,2004,1,11.62,506.5,11.4,11.5,15283278,2546
2519,2004-01-12,2004,1,11.63,506.5,11.55,11.86,17422696,2545
2518,2004-01-13,2004,1,12.35,506.5,11.93,12.06,24253748,2544
2517,2004-01-14,2004,1,12.2,506.5,11.89,12.1,22307524,2543
2516,2004-01-15,2004,1,11.42,506.5,11.25,11.42,36371588,2542
2515,2004-01-16,2004,1,11.5,506.5,11.3,11.36,13317218,2541
2514,2004-01-20,2004,1,11.34,506.5,11.12,11.36,11285444,2540
2513,2004-01-21,2004,1,11.35,506.5,11.22,11.3,8109902,2539
2512,2004-01-22,2004,1,11.32,506.5,11.09,11.09,7321564,2538
2511,2004-01-23,2004,1,11.12,506.5,11.12,11.28,8114512,2537
2510,2004-01-26,2004,1,11.26,506.5,11.22,11.5,9690156,2536
2509,2004-01-27,2004,1,11.52,506.5,11.4,11.54,10972638,2535
2508,2004-01-28,2004,1,11.42,506.5,11.2,11.26,9835868,2534
2507,2004-01-29,2004,1,11.31,506.5,11.1,11.34,7596486,2533
2506,2004-01-30,2004,1,11.32,506.5,11.21,11.28,6617620,2532
2505,2004-02-02,2004,2,11.23,506.5,11.04,11.16,10313578,2531
2504,2004-02-03,2004,2,11.15,506.5,11,11.13,6520954,2530
2503,2004-02-04,2004,2,11,506.5,10.85,10.9,10913414,2529
2502,2004-02-05,2004,2,10.91,506.5,10.9,11.21,12601614,2528
2501,2004-02-06,2004,2,11.22,506.5,11.2,11.36,6906836,2527
2500,2004-02-09,2004,2,11.28,506.5,11.25,11.33,6723474,2526
2499,2004-02-10,2004,2,11.31,506.5,11.22,11.49,9127158,2525
2498,2004-02-11,2004,2,11.56,506.5,11.52,11.9,12450820,2524
2497,2004-02-12,2004,2,11.82,506.5,11.8,11.86,6571508,2523
2496,2004-02-13,2004,2,11.92,506.5,11.42,11.5,11284842,2522
2495,2004-02-17,2004,2,11.55,506.5,11.55,11.58,6105430,2521
2494,2004-02-18,2004,2,11.58,506.5,11.52,11.63,5058318,2520
2493,2004-02-19,2004,2,11.66,506.5,11.2,11.24,11561932,2519
2492,2004-02-20,2004,2,11.24,506.5,11.1,11.2,9914412,2518
2491,2004-02-23,2004,2,11.19,506.5,10.94,11.1,6935526,2517
2490,2004-02-24,2004,2,11.06,506.5,11,11.18,9251934,2516
2489,2004-02-25,2004,2,11.11,506.5,11.1,11.4,9867798,2515
2488,2004-02-26,2004,2,11.42,506.5,11.4,11.52,7085942,2514
2487,2004-02-27,2004,2,11.48,506.5,11.48,11.96,16747078,2513
2486,2004-03-01,2004,3,12.04,506.5,11.94,12.01,11506534,2512
2485,2004-03-02,2004,3,12,506.5,11.88,11.9,9167914,2511
2484,2004-03-03,2004,3,11.8,506.5,11.8,11.96,8040308,2510
2483,2004-03-04,2004,3,11.98,506.5,11.96,12.58,23579656,2509
2482,2004-03-05,2004,3,12.48,506.5,12.45,13.37,55024200,2508
2481,2004-03-08,2004,3,13.4,506.5,12.9,13,18673812,2507
2480,2004-03-09,2004,3,12.95,506.5,12.88,13.55,22085774,2506
2479,2004-03-10,2004,3,13.52,506.5,13.47,13.84,35965360,2505
2478,2004-03-11,2004,3,13.63,506.5,13.54,13.58,21438426,2504
2477,2004-03-12,2004,3,13.66,506.5,13.58,13.78,11758958,2503
2476,2004-03-15,2004,3,13.5,506.5,13.13,13.22,17232412,2502
2475,2004-03-16,2004,3,13.29,506.5,12.7,12.91,21624408,2501
2474,2004-03-17,2004,3,13.04,506.5,12.89,13.1,14701420,2500
2473,2004-03-18,2004,3,12.96,506.5,12.8,12.84,11475406,2499
2472,2004-03-19,2004,3,12.86,506.5,12.77,12.93,14702952,2498
2471,2004-03-22,2004,3,12.65,506.5,12.62,12.93,15023582,2497
2470,2004-03-23,2004,3,12.96,506.5,12.61,12.64,13773614,2496
2469,2004-03-24,2004,3,12.65,506.5,12.64,12.75,15293276,2495
2468,2004-03-25,2004,3,13.05,506.5,12.94,13.44,20248356,2494
2467,2004-03-26,2004,3,13.52,506.5,13.46,13.52,14996044,2493
2466,2004-03-29,2004,3,13.7,506.5,13.6,13.96,12525812,2492
2465,2004-03-30,2004,3,13.93,506.5,13.67,13.96,12846468,2491
2464,2004-03-31,2004,3,13.95,506.5,13.48,13.52,13955540,2490
2463,2004-04-01,2004,4,13.45,506.5,13.31,13.56,11368932,2489
2462,2004-04-02,2004,4,13.87,506.5,13.62,13.75,9802962,2488
2461,2004-04-05,2004,4,13.74,506.5,13.72,14.16,13775732,2487
2460,2004-04-06,2004,4,13.84,506.5,13.72,13.92,9219002,2486
2459,2004-04-07,2004,4,13.81,506.5,13.46,13.66,9117640,2485
2458,2004-04-08,2004,4,13.95,506.5,13.6,13.76,8604028,2484
2457,2004-04-12,2004,4,13.75,506.5,13.74,14.02,8233454,2483
2456,2004-04-13,2004,4,14.02,506.5,13.42,13.46,15593414,2482
2455,2004-04-14,2004,4,13.39,506.5,13.16,13.32,23255394,2481
2454,2004-04-15,2004,4,14.41,506.5,14.08,14.65,62925778,2480
2453,2004-04-16,2004,4,14.54,506.5,14.25,14.59,14390714,2479
2452,2004-04-19,2004,4,14.06,506.5,13.92,14.18,25441112,2478
2451,2004-04-20,2004,4,14.13,506.5,13.78,13.86,12663098,2477
2450,2004-04-21,2004,4,13.8,506.5,13.68,13.86,11639940,2476
2449,2004-04-22,2004,4,13.79,506.5,13.56,13.89,12307704,2475
2448,2004-04-23,2004,4,13.87,506.5,13.52,13.85,11288372,2474
2447,2004-04-26,2004,4,13.78,506.5,13.5,13.56,8254602,2473
2446,2004-04-27,2004,4,13.67,506.5,13.34,13.47,10137902,2472
2445,2004-04-28,2004,4,13.42,506.5,13.17,13.22,8255974,2471
2444,2004-04-29,2004,4,13.16,506.5,12.99,13.38,16457426,2470
2443,2004-04-30,2004,4,13.36,506.5,12.74,12.89,16660688,2469
2442,2004-05-03,2004,5,13,506.5,12.87,13.04,10629628,2468
2441,2004-05-04,2004,5,13.03,506.5,12.75,13.07,9999326,2467
2440,2004-05-05,2004,5,13.1,506.5,12.98,13.32,8503790,2466
2439,2004-05-06,2004,5,13.2,506.5,12.95,13.29,9698336,2465
2438,2004-05-07,2004,5,13.28,506.5,13.28,13.34,14965592,2464
2437,2004-05-10,2004,5,13.14,506.5,12.97,13.14,8927778,2463
2436,2004-05-11,2004,5,13.2,506.5,13.2,13.57,10898968,2462
2435,2004-05-12,2004,5,13.4,506.5,13.12,13.65,8770886,2461
2434,2004-05-13,2004,5,13.56,506.5,13.45,13.6,8208972,2460
2433,2004-05-14,2004,5,13.56,506.5,13.22,13.53,9207046,2459
2432,2004-05-17,2004,5,13.35,506.5,13.18,13.32,10730036,2458
2431,2004-05-18,2004,5,13.48,506.5,13.4,13.53,7373150,2457
2430,2004-05-19,2004,5,13.7,506.5,13.21,13.24,13418024,2456
2429,2004-05-20,2004,5,13.32,506.5,13.24,13.36,7010540,2455
2428,2004-05-21,2004,5,13.48,506.5,13.36,13.56,6425278,2454
2427,2004-05-24,2004,5,13.62,506.5,13.56,13.67,8417288,2453
2426,2004-05-25,2004,5,13.75,506.5,13.64,14.2,11427784,2452
2425,2004-05-26,2004,5,14.16,506.5,14,14.26,11506058,2451
2424,2004-05-27,2004,5,14.24,506.5,13.91,14.08,8427896,2450
2423,2004-05-28,2004,5,14.04,506.5,13.9,14.03,5204072,2449
2422,2004-06-01,2004,6,13.9,506.5,13.8,14.03,6517290,2448
2421,2004-06-02,2004,6,14.02,506.5,13.9,14.46,11382622,2447
2420,2004-06-03,2004,6,14.36,506.5,14.14,14.2,8997016,2446
2419,2004-06-04,2004,6,14.28,506.5,14.26,14.39,14253852,2445
2418,2004-06-07,2004,6,14.52,506.5,14.4,14.9,10569610,2444
2417,2004-06-08,2004,6,14.96,506.5,14.92,15.18,14829998,2443
2416,2004-06-09,2004,6,15.04,506.5,15,15.1,12471448,2442
2415,2004-06-10,2004,6,15.1,506.5,15.1,15.37,9201010,2441
2414,2004-06-14,2004,6,15.32,506.5,14.75,15.06,8713710,2440
2413,2004-06-15,2004,6,15.13,506.5,15.13,15.34,15879618,2439
2412,2004-06-16,2004,6,15.31,506.5,15.26,16.37,32487476,2438
2411,2004-06-17,2004,6,16.37,506.5,16.1,16.4,19910066,2437
2410,2004-06-18,2004,6,16.29,506.5,16.22,16.46,14579780,2436
2409,2004-06-21,2004,6,16.56,506.5,16.06,16.16,13936076,2435
2408,2004-06-22,2004,6,16.16,506.5,16.14,16.5,13029590,2434
2407,2004-06-23,2004,6,16.5,506.5,16.44,16.85,13961380,2433
2406,2004-06-24,2004,6,16.84,506.5,16.49,16.59,9018374,2432
2405,2004-06-25,2004,6,16.5,506.5,16.5,16.8,12773320,2431
2404,2004-06-28,2004,6,16.95,506.5,16.1,16.24,18617074,2430
2403,2004-06-30,2004,6,16.25,506.5,15.94,16.27,13328314,2428
2402,2004-07-01,2004,7,16.04,506.5,15.95,16.15,12440058,2427
2401,2004-07-02,2004,7,15.22,506.5,14.86,15.54,32531390,2426
2400,2004-07-06,2004,7,15.55,506.5,15.4,15.48,12465658,2425
2399,2004-07-07,2004,7,15.4,506.5,15.06,15.2,14215004,2424
2398,2004-07-08,2004,7,15.06,506.5,14.98,15.07,8334918,2423
2397,2004-07-09,2004,7,15.14,506.5,15.02,15.02,7459206,2422
2396,2004-07-12,2004,7,15,506.5,14.46,14.57,18272442,2421
2395,2004-07-13,2004,7,14.62,506.5,14.51,14.61,11293484,2420
2394,2004-07-14,2004,7,14.48,506.5,14.37,14.79,30391658,2419
2393,2004-07-15,2004,7,16.28,506.5,16.06,16.46,63156726,2418
2392,2004-07-16,2004,7,16.46,506.5,16.06,16.1,17442020,2417
2391,2004-07-19,2004,7,16.02,506.5,15.83,15.98,19043564,2416
2390,2004-07-20,2004,7,15.96,506.5,15.78,16.1,11565500,2415
2389,2004-07-21,2004,7,16.15,506.5,15.67,15.81,10759404,2414
2388,2004-07-22,2004,7,15.67,506.5,15.53,15.84,11934998,2413
2387,2004-07-23,2004,7,15.85,506.5,15.24,15.35,9770650,2412
2386,2004-07-26,2004,7,15.42,506.5,15.39,15.63,14068882,2411
2385,2004-07-27,2004,7,15.88,506.5,15.78,16.22,15180056,2410
2384,2004-07-28,2004,7,16.16,506.5,15.58,16.14,10180264,2409
2383,2004-07-29,2004,7,16.25,506.5,16.06,16.32,7934298,2408
2382,2004-07-30,2004,7,16.34,506.5,16,16.17,8682426,2407
2381,2004-08-02,2004,8,15.62,506.5,15.56,15.79,13038860,2406
2380,2004-08-03,2004,8,15.75,506.5,15.58,15.64,7561854,2405
2379,2004-08-04,2004,8,15.6,506.5,15.58,15.9,9879182,2404
2378,2004-08-05,2004,8,15.88,506.5,15.62,15.7,8732644,2403
2377,2004-08-06,2004,8,15.45,506.5,14.85,14.89,17584928,2402
2376,2004-08-09,2004,8,14.92,506.5,14.9,15.15,10387372,2401
2375,2004-08-10,2004,8,15.2,506.5,15.18,15.76,12545800,2400
2374,2004-08-11,2004,8,15.55,506.5,15.13,15.5,11515072,2399
2373,2004-08-12,2004,8,15.28,506.5,15.14,15.18,8079370,2398
2372,2004-08-13,2004,8,15.33,506.5,15.2,15.42,11715866,2397
2371,2004-08-16,2004,8,15.44,506.5,15.32,15.39,15563168,2396
2370,2004-08-17,2004,8,15.3,506.5,15.18,15.44,11536736,2395
2369,2004-08-18,2004,8,15.26,506.5,15.24,15.87,13023460,2394
2368,2004-08-19,2004,8,15.76,506.5,15.18,15.36,13891082,2393
2367,2004-08-20,2004,8,15.38,506.5,15.24,15.4,11313414,2392
2366,2004-08-23,2004,8,15.43,506.5,15.3,15.54,9094834,2391
2365,2004-08-24,2004,8,15.63,506.5,15.6,15.98,13361844,2390
2364,2004-08-25,2004,8,15.96,506.5,15.86,16.52,18065086,2389
2363,2004-08-26,2004,8,16.58,506.5,16.37,17.33,34146698,2388
